"id","date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","view","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode","lat","long","sqft_living15","sqft_lot15"
"2009000370","20150219T000000","269950","2","1.75","1340","7250","1","0","0","5","5","700","640","1949","0","98198","47.408","-122.327","1830","9750"
"3261020370","20140605T000000","653000","3","2.5","2680","9750","1","0","0","4","8","1610","1070","1979","0","98034","47.7028","-122.231","2480","8750"
"1755700060","20140611T000000","371500","3","2","1370","8336","1","0","0","5","7","1370","0","1964","0","98133","47.7458","-122.331","1770","7288"
"1999700045","20140502T000000","313000","3","1.5","1340","7912","1.5","0","0","3","7","1340","0","1955","0","98133","47.7658","-122.339","1480","7940"
"1762600070","20150116T000000","917500","4","2.5","3880","35003","2","0","0","3","10","2570","1310","1984","0","98033","47.6477","-122.182","3740","35230"
"1687900520","20140929T000000","673000","4","2.25","2590","8190","2","0","0","4","8","2590","0","1980","0","98006","47.5619","-122.125","2260","8335"
"3881900445","20140709T000000","399950","5","2.75","1970","5400","1","0","0","3","7","1320","650","1986","0","98144","47.5868","-122.308","1280","2150"
"9158100075","20150107T000000","330000","2","1","1350","8220","1","0","0","3","7","1060","290","1949","0","98177","47.7224","-122.358","1540","8280"
"3127200041","20140613T000000","589000","4","3","2440","9600","2","0","0","5","7","2440","0","1961","0","98034","47.7044","-122.2","2290","9600"
"0011510310","20140905T000000","835000","4","2.75","3130","13412","2","0","0","3","9","2140","990","1993","0","98052","47.6993","-122.102","2260","9984"
"0825059270","20141121T000000","1095000","5","3","4090","12850","1","0","2","4","10","2090","2000","1986","0","98033","47.6627","-122.188","2540","10270"
"1954440060","20140505T000000","560000","3","2.5","1900","8744","2","0","0","3","8","1900","0","1987","0","98074","47.62","-122.043","2030","8744"
"1115810060","20141205T000000","585188","3","2.25","2230","10026","1","0","0","3","8","1430","800","1975","0","98052","47.6647","-122.153","2230","9340"
"3996900125","20141201T000000","230000","3","1","1060","10228","1","0","0","3","7","1060","0","1948","0","98155","47.7481","-122.3","1570","10228"
"7549802535","20141111T000000","423000","4","2","1970","6480","1.5","0","0","5","7","1130","840","1920","0","98108","47.5511","-122.312","1500","6480"
"3278600320","20140723T000000","465000","3","2.5","2150","4084","2","0","0","3","8","2150","0","2007","0","98126","47.5488","-122.372","1750","2385"
"2824079053","20150113T000000","440000","3","2.5","1910","66211","2","0","0","3","7","1910","0","1997","0","98024","47.5385","-121.911","2330","67268"
"1222069094","20141014T000000","385000","3","1.75","1350","155073","1","0","0","4","7","1350","0","1969","0","98038","47.4058","-121.994","1560","50965"
"3542300060","20150311T000000","210000","3","1","860","11725","1","0","0","4","6","860","0","1943","0","98056","47.5093","-122.184","1300","9514"
"9526600140","20140919T000000","677900","3","2.5","2440","4587","2","0","0","3","8","2440","0","2010","0","98052","47.7073","-122.114","2750","4587"
"1222000055","20141123T000000","180250","2","0.75","900","9600","1","0","0","3","6","900","0","1941","0","98166","47.4604","-122.339","1250","14280"
"6300000550","20140717T000000","464000","6","3","2300","3404","2","0","0","3","7","1600","700","1920","1994","98133","47.7067","-122.343","1560","1312"
"2310030510","20150422T000000","320000","4","2.25","1550","7579","2","0","0","3","8","1550","0","1993","0","98038","47.354","-122.047","1630","6397"
"8677300550","20140515T000000","592500","4","2.5","2240","12032","1","0","0","3","9","2240","0","1983","0","98074","47.6143","-122.017","2520","12368"
"1102000196","20140527T000000","477000","4","2.75","1720","6270","2","0","0","3","8","1720","0","1978","0","98118","47.5458","-122.268","2130","8700"
"1250202145","20140828T000000","1072000","2","2.25","3900","14864","1","0","3","3","8","1950","1950","1947","0","98144","47.5884","-122.291","2580","5184"
"5611500140","20140822T000000","686000","4","2.5","2760","6440","2","0","0","3","10","2760","0","1999","0","98075","47.5836","-122.026","3070","8127"
"0626059335","20140904T000000","527000","4","2.25","2330","19436","2","0","0","3","8","2330","0","1987","0","98011","47.7663","-122.215","1910","10055"
"2424000060","20140616T000000","500000","4","2.75","2280","15347","1","0","0","5","7","2280","0","1960","0","98059","47.5218","-122.164","2280","15347"
"0943100260","20141120T000000","213000","2","1","1000","10200","1","0","0","3","6","1000","0","1961","0","98024","47.5687","-121.899","1150","13702"
"1762600320","20140610T000000","1025000","5","4","3760","28040","2","0","0","3","10","3760","0","1983","0","98033","47.6489","-122.183","3430","35096"
"7228500560","20150320T000000","410000","4","1","1970","4740","1.5","0","0","3","7","1670","300","1904","2005","98122","47.6136","-122.303","1510","4740"
"0326069104","20140701T000000","800000","3","3.5","3830","221284","2","0","0","3","10","3530","300","1993","0","98077","47.7641","-122.023","2920","148539"
"8150100045","20141001T000000","210000","2","1","830","6000","1","0","0","3","6","830","0","1940","0","98126","47.5308","-122.376","830","4960"
"7899800890","20150226T000000","181000","2","1.5","720","5120","1","0","0","3","6","720","0","1954","0","98106","47.5218","-122.357","1150","2566"
"1422300030","20150401T000000","415000","3","2.25","1510","36224","2","0","0","3","8","1510","0","1991","0","98045","47.4616","-121.711","1730","36224"
"1105000588","20150421T000000","349500","3","1","1400","3538","1","0","0","3","7","800","600","1953","0","98118","47.5405","-122.27","1620","6331"
"9407100800","20141124T000000","255000","3","1","1230","10170","1","0","0","3","7","1230","0","1979","0","98045","47.4437","-121.772","1380","10098"
"1873100060","20140829T000000","693000","4","2.5","2460","4425","2","0","0","3","8","2460","0","2006","0","98052","47.7048","-122.109","2990","5659"
"3325069129","20141216T000000","525000","3","2.25","2100","40510","2","0","0","3","10","1320","780","1979","0","98074","47.6154","-122.047","2380","33450"
"3438500192","20140929T000000","285000","3","1","1120","10701","1","0","0","3","7","1120","0","1954","0","98106","47.5544","-122.358","1130","6350"
"4054500390","20141007T000000","1365000","4","4.75","5310","57346","2","0","0","4","11","5310","0","1989","0","98077","47.7285","-122.042","4180","47443"
"1126049053","20141113T000000","770000","4","2.75","3820","26300","2","0","0","3","9","2850","970","2014","0","98028","47.7618","-122.261","1860","12136"
"2022069200","20150505T000000","455000","4","2.5","2210","49375","1","0","0","3","8","2210","0","1997","0","98038","47.3828","-122.071","2670","49385"
"7202360350","20140630T000000","780000","4","2.5","3500","7048","2","0","0","3","9","3500","0","2005","0","98053","47.6811","-122.025","3920","7864"
"6647200060","20150209T000000","405000","3","1.75","1670","6720","1","0","0","3","7","1140","530","1980","0","98034","47.7198","-122.193","1670","7320"
"9552700140","20140702T000000","675000","5","2.25","2900","10300","1","0","0","3","8","1450","1450","1985","0","98006","47.5461","-122.151","2310","10300"
"6113400046","20140723T000000","389999","4","2.5","1890","15770","2","0","0","4","7","1890","0","1968","0","98166","47.4281","-122.343","2410","15256"
"6619910140","20150224T000000","630000","4","1.75","2950","9025","1","0","2","4","8","1780","1170","1975","0","98034","47.7128","-122.223","2120","9600"
"9297300045","20140709T000000","550000","3","2","1970","4166","2","0","3","5","8","1270","700","1929","0","98126","47.5717","-122.375","2390","4166"
"9510920070","20140710T000000","879000","4","2.5","3360","22111","2","0","0","3","10","3360","0","1994","0","98075","47.5951","-122.017","3150","11374"
"5468730030","20140822T000000","265000","3","2","1320","8959","1","0","0","3","7","1320","0","1993","0","98042","47.3536","-122.144","1740","7316"
"2747100024","20140619T000000","576000","3","2.5","1940","9000","1","0","0","4","7","970","970","1948","0","98117","47.6933","-122.393","2190","7310"
"8651520400","20140612T000000","610750","4","2.25","2180","7297","2","0","0","3","8","2180","0","1984","0","98074","47.6459","-122.058","2250","9781"
"3204800200","20150108T000000","665000","4","2.75","3320","10574","2","0","0","5","8","2220","1100","1960","0","98056","47.5376","-122.18","2720","8330"
"3422059208","20150511T000000","390000","3","2.5","1930","64904","1","0","0","4","8","1930","0","1988","0","98042","47.346","-122.157","2350","57500"
"0325059286","20140513T000000","819900","5","2.75","3150","7119","2","0","0","3","9","3150","0","2013","0","98052","47.6759","-122.151","1560","8384"
"2597650240","20141023T000000","520000","3","2.25","2030","16200","2","0","0","3","8","2030","0","1984","0","98027","47.5162","-122.057","2660","17958"
"1115300070","20141106T000000","684000","4","3.5","3040","8414","2","0","0","3","9","2420","620","2010","0","98059","47.5222","-122.157","3470","8066"
"7004200060","20141017T000000","309600","4","1.75","1275","20000","1","0","0","4","6","1275","0","1991","0","98070","47.3796","-122.49","1660","20000"
"7852110140","20140718T000000","552250","4","2.5","2580","5823","2","0","0","3","8","2580","0","2002","0","98065","47.5374","-121.875","2380","5823"
"3969300030","20141229T000000","239900","4","1","1000","7134","1","0","0","3","6","1000","0","1943","0","98178","47.4897","-122.24","1020","7138"
"4048400070","20141205T000000","320000","2","1","1070","32633","1","0","0","4","6","1070","0","1930","0","98059","47.4716","-122.078","1360","32156"
"2201500030","20141006T000000","420000","4","1","1750","9600","1.5","0","0","4","7","1750","0","1954","0","98006","47.5759","-122.137","1750","10530"
"0952003285","20140805T000000","679900","3","2.5","2440","5750","2","0","2","3","9","1980","460","2000","0","98116","47.565","-122.381","1520","5750"
"3211290370","20140605T000000","463000","3","2.5","1640","29970","2","0","0","3","7","1640","0","1992","0","98053","47.6359","-121.974","1580","28399"
"0925059078","20140819T000000","604950","3","2.5","2110","5608","1","0","0","3","8","1340","770","2013","0","98033","47.6743","-122.184","2040","9363"
"7855801090","20140917T000000","795000","5","2.5","3040","9570","1","0","2","4","8","1640","1400","1966","0","98006","47.5651","-122.164","2920","8800"
"0723099065","20150130T000000","465000","3","2","1840","40438","2","0","0","3","7","1840","0","1994","0","98045","47.4853","-121.709","1380","44049"
"6116500075","20150326T000000","673000","4","2.5","2990","10400","2","0","0","3","9","2990","0","2002","0","98166","47.4508","-122.359","2140","17449"
"1118500030","20141001T000000","810000","4","2.5","3520","15420","2","0","0","3","10","3520","0","1991","0","98074","47.6375","-122.016","3400","21455"
"2231500030","20150324T000000","530000","4","2.25","2180","10754","1","0","0","5","7","1100","1080","1954","0","98133","47.7711","-122.341","1810","6929"
"8155830060","20140811T000000","297000","3","2.25","1450","7562","2","0","0","3","7","1450","0","1994","0","98056","47.5038","-122.189","1650","7625"
"0098020310","20140520T000000","730000","4","2.5","3230","7331","2","0","0","3","10","3230","0","2004","0","98075","47.5823","-121.97","3480","7447"
"9423400140","20140609T000000","450000","3","1.75","1640","13500","1","0","0","3","7","1110","530","1940","0","98125","47.7164","-122.304","1770","12600"
"2883200160","20150429T000000","595000","4","2","2020","2849","2","0","0","3","7","2020","0","1960","0","98115","47.6831","-122.329","1910","3120"
"0624111000","20140805T000000","950000","3","3","4040","14338","2","0","0","3","10","3030","1010","1986","0","98077","47.7268","-122.06","3360","14142"
"8563040160","20150121T000000","560000","4","2.25","2550","7800","1","0","0","3","8","1580","970","1968","0","98052","47.6283","-122.095","2420","8050"
"0713500030","20140728T000000","1350000","5","3.5","4800","14984","2","0","2","3","11","3480","1320","1998","0","98006","47.5543","-122.148","4050","19009"
"9517200030","20140625T000000","365500","3","2","1410","9600","1","0","0","4","7","1410","0","1983","0","98072","47.7591","-122.146","1410","9600"
"7972600860","20141210T000000","345000","4","1","1550","7620","1.5","0","0","3","7","1550","0","1957","0","98106","47.5287","-122.35","1450","7620"
"8857320070","20140917T000000","490000","3","2.75","1980","3128","2","0","0","4","9","1980","0","1979","0","98008","47.6109","-122.114","1950","2856"
"4047200695","20140618T000000","330000","3","2.5","1600","26977","2","0","0","3","8","1600","0","2005","0","98019","47.7736","-121.901","1790","27743"
"1653500070","20140512T000000","927000","4","2.75","3300","12090","2","0","0","3","8","3300","0","1953","0","98004","47.6294","-122.218","3180","12239"
"1923000030","20140728T000000","1118000","4","2.5","3840","16619","2","0","1","4","10","3840","0","1983","0","98040","47.5634","-122.213","3600","16553"
"3649100320","20150430T000000","330000","2","1","1220","10000","1","0","0","5","7","1220","0","1950","0","98028","47.7405","-122.241","2000","9600"
"1151100070","20150224T000000","437000","3","2.5","1750","22357","2","0","0","3","8","1750","0","1994","0","98045","47.4807","-121.779","2430","22357"
"1560930070","20140911T000000","840000","4","3.5","2840","40139","1","0","4","4","10","2840","0","1986","0","98038","47.401","-122.026","3180","36852"
"1774220160","20141104T000000","632925","3","2.5","2990","32239","2","0","0","4","8","2990","0","1978","0","98077","47.7718","-122.095","2990","36497"
"1525200060","20140723T000000","577500","3","2.5","2000","7251","2","0","0","3","9","2000","0","1995","0","98034","47.7067","-122.2","2450","8118"
"0824079032","20140626T000000","563500","4","1.75","2085","174240","1","0","0","3","7","1610","475","1964","0","98024","47.5753","-121.95","2690","174240"
"8678500060","20140710T000000","1550000","5","4.25","6070","171626","2","0","0","3","12","6070","0","1999","0","98024","47.5954","-121.95","4680","211267"
"6388900710","20141219T000000","538000","3","2.5","2250","11632","2","0","0","3","8","2250","0","1988","0","98056","47.5272","-122.169","2360","11632"
"3754700160","20140506T000000","397000","4","2","1440","7680","1","0","0","3","7","1200","240","1971","0","98034","47.7245","-122.2","1460","9660"
"2944010240","20140908T000000","988000","4","3","4040","19700","2","0","0","3","11","4040","0","1987","0","98052","47.7205","-122.127","3930","21887"
"8564950390","20140919T000000","525000","4","2.5","2450","5280","2","0","0","3","8","2450","0","2003","0","98011","47.7734","-122.224","2300","4674"
"0011500890","20150312T000000","843000","3","2.5","3130","8750","2","0","0","3","10","3130","0","1991","0","98052","47.6954","-122.103","2860","9003"
"0284000223","20140916T000000","578000","3","1.75","2120","10875","1","0","2","3","8","1540","580","1977","0","98146","47.504","-122.382","2460","11760"
"0822079033","20150422T000000","350000","3","1.5","1250","219978","1","0","0","4","6","1250","0","1980","0","98038","47.4056","-121.955","1930","210394"
"8857600960","20140819T000000","205000","3","1","940","7980","1","0","0","4","7","940","0","1960","0","98032","47.3838","-122.289","1150","8050"
"1774000200","20141202T000000","400000","3","1.75","1920","9102","1","0","0","3","7","1920","0","1968","0","98072","47.7487","-122.082","1920","9760"
"2024069128","20141110T000000","1030000","3","2.5","3545","9816","1","0","0","3","10","2610","935","2005","0","98027","47.5534","-122.078","3630","7704"
"7905370390","20141009T000000","475000","5","2.5","2340","7200","1","0","0","3","7","1300","1040","1975","0","98034","47.7206","-122.211","1930","7221"
"4140090240","20141105T000000","520000","3","2.25","2590","9263","1","0","0","5","8","1440","1150","1977","0","98028","47.7691","-122.262","2580","9450"
"3775300030","20141231T000000","333500","3","1.75","1220","9732","1","0","0","3","7","1220","0","1965","0","98011","47.7736","-122.214","1630","10007"
"1324059104","20150421T000000","691100","3","2.75","2360","16117","1","0","0","4","8","1710","650","1983","0","98006","47.5698","-122.121","2120","16117"
"1529200340","20150108T000000","496500","3","2.5","2260","3640","2","0","0","3","8","2260","0","1994","0","98072","47.7356","-122.157","2350","3710"
"1796360350","20150128T000000","255000","3","1.75","1240","8659","1","0","0","5","7","1240","0","1986","0","98042","47.3663","-122.089","1490","8223"
"8651611170","20150213T000000","868700","3","4.25","3840","6161","2","0","0","3","10","3840","0","2000","0","98074","47.6336","-122.064","3230","7709"
"8820902200","20141113T000000","1199000","4","2.75","4110","8400","2","0","1","3","9","3130","980","1928","2013","98125","47.717","-122.281","2820","8400"
"8651610890","20141014T000000","1150000","4","3.25","4190","10259","2","0","0","3","11","3150","1040","2000","0","98074","47.6332","-122.066","4300","11919"
"1853080570","20140811T000000","859900","4","2.75","3390","6298","2","0","0","3","9","3390","0","2011","0","98074","47.5906","-122.062","3390","7111"
"3629920030","20140808T000000","520000","4","2.25","1890","3006","2","0","0","3","7","1890","0","2003","0","98029","47.5461","-121.998","1580","3000"
"1604602050","20140711T000000","460000","3","2.5","1610","2527","2","0","2","3","9","1080","530","2005","0","98118","47.5674","-122.29","1610","4173"
"6665800030","20140718T000000","590000","4","2.75","2910","10650","1","0","2","3","8","1780","1130","1975","0","98033","47.6658","-122.188","2920","10988"
"2205700350","20141104T000000","378500","4","1.75","1700","8640","1","0","0","3","7","850","850","1955","0","98006","47.5772","-122.153","1620","9000"
"6189200125","20150325T000000","849950","3","3","2990","9773","2","0","0","4","8","2990","0","1973","0","98005","47.6344","-122.174","2230","11553"
"2625069070","20150410T000000","1385000","4","3.25","4860","181319","2.5","0","0","3","9","4860","0","1993","0","98074","47.6179","-122.005","3850","181319"
"9286000240","20140711T000000","1067000","6","3.5","4860","11793","2","0","0","3","11","3860","1000","1998","0","98006","47.5521","-122.137","3600","11793"
"1895000260","20140721T000000","207950","2","2","890","5000","1","0","0","3","6","890","0","1917","0","98118","47.5158","-122.264","1860","5000"
"8691370400","20141216T000000","699900","4","2.75","2810","7302","2","0","0","3","9","2810","0","2002","0","98075","47.5985","-121.977","2820","7302"
"8562501040","20141120T000000","452000","4","1.5","1580","7350","1","0","0","4","7","960","620","1963","0","98052","47.6734","-122.154","1560","7350"
"2475200140","20150205T000000","370000","3","2","1680","5036","1","0","1","4","7","1680","0","1987","0","98055","47.4734","-122.186","1680","4921"
"3760000030","20141030T000000","669950","5","2.5","2820","14062","2","0","0","4","7","2380","440","1960","0","98034","47.7081","-122.215","1910","10392"
"1727500340","20140614T000000","397500","3","2","1510","6710","1","0","0","3","7","1070","440","1972","0","98034","47.7193","-122.216","1660","6600"
"7852030960","20141106T000000","437500","3","2.5","2120","4500","2","0","0","3","7","2120","0","2000","0","98065","47.5322","-121.88","2530","4816"
"7852170140","20150510T000000","650000","4","2.5","3180","5438","2","0","0","3","9","3180","0","2003","0","98065","47.5416","-121.864","3030","5335"
"8121200810","20150505T000000","585000","4","1.75","2430","7559","1","0","0","4","8","1580","850","1981","0","98052","47.7206","-122.11","1980","8750"
"7322910030","20140721T000000","1095000","5","3.5","4410","57063","2","0","0","4","9","4410","0","1990","0","98053","47.6554","-122.018","2900","50529"
"2827100070","20141105T000000","290000","4","1","1330","8184","1.5","0","0","3","7","1330","0","1949","0","98133","47.7343","-122.347","1220","660"
"4402700070","20150311T000000","300000","2","1","1100","7680","1","0","0","4","7","1100","0","1950","0","98133","47.7439","-122.339","1460","7680"
"1923069078","20140805T000000","890000","4","3.25","3180","194278","2","0","0","3","10","3180","0","2005","0","98059","47.4711","-122.084","2200","178160"
"1432400335","20150325T000000","288000","3","1","1190","7560","1","0","0","5","6","1190","0","1958","0","98058","47.452","-122.177","1190","7560"
"2892600016","20150317T000000","197500","2","1","820","8860","1","0","0","3","6","820","0","1950","0","98055","47.452","-122.19","1660","15375"
"0726049331","20150326T000000","515000","5","3","2530","5105","1","0","0","3","8","1520","1010","2005","0","98133","47.7546","-122.341","2290","4011"
"7453000070","20140818T000000","275000","2","1","940","5000","1","0","0","3","6","940","0","1951","0","98126","47.5186","-122.374","940","5000"
"7202331420","20140620T000000","650000","4","2.5","3040","6587","2","0","0","3","7","3040","0","2003","0","98053","47.683","-122.039","2740","6587"
"3225079035","20140618T000000","1600000","6","5","6050","230652","2","0","3","3","11","6050","0","2001","0","98024","47.6033","-121.943","4210","233971"
"6381500700","20141105T000000","365000","4","1","1590","7085","1.5","0","0","3","6","1590","0","1944","0","98125","47.7315","-122.305","1320","7085"
"0339500160","20141008T000000","662000","3","1.75","2500","36947","1","0","0","3","9","2500","0","1984","0","98052","47.6917","-122.084","2590","28837"
"4403600270","20150224T000000","970000","4","3.25","4740","76230","2","0","0","3","10","4740","0","1987","0","98075","47.5931","-122.071","3340","49206"
"2459500310","20150218T000000","358000","3","2.25","1610","6655","2","0","0","4","7","1610","0","1985","0","98058","47.4296","-122.161","1780","7529"
